objectid,identifier,filename,compound,title,creator,description,date-actual,date,location,latitude,longitude,Type,subject,format,language,rights,rightsstatement,,image_small,image_thumb,source,display_template
histhea0054,histhea0054,histhea0054.jpg,,[Photograph of Teatro Hispano in New York]<br><br>[Fotografía del Teatro Hispano en Nueva York],,"Black and white photograph of Teatro Hispano in New York, featuring La Chata Noloesca's (Beatriz Escalona) San Antonio Company and the comic Ramirín (Ramiro Gonzalez González), stage right. The image is of various actors in costume on stage with microphone. <br><br> Fotografía en blanco y negro del Teatro Hispano de Nueva York,con la Compañía San Antonio, de La Chata Noloesca (Beatriz Escalona), y el cómico Ramirín (Ramiro González González) a la derecha del escenario. La imagen muestra a varios actores en el escenario, con vestuario y micrófonos.",1938,1938,"Nueva York, New York",40.8008024,-73.945961,Stillimage,Hispanic American theater; Musical theater; Photograph; Teatro Hispano (organization); San Antonio Company (organization); La Chata Noloesca (Beatriz Escalona); Ramirín (Ramiro Gonzalez González); Stage photography; Theater--Costume; New York (New York); Teatro hispanoamericano; Teatro musical; Fotografía; Teatro Hispano (organización); Compañía San Antonio (organización); La Chata Noloesca (Beatriz Escalona); Ramirín (Ramiro González González); Fotografía escénica; Teatro--Vestuario; Nueva York (Nueva York),images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0055,histhea0055_001,histhea0055_001.jpg,histhea0055_002.jpg,"Latino Chicago! A celebration of Latin life in Chicago through original poetry, prose, music and dance<br><br>¡Chicago Latino! Una celebración de la vida latina en Chicago a través de poesía y prosa inéditas, música y danza",Robert Valadez,"Orange, black and white mailer with art by Robert Valadez advertising the ""Latino Chicago"" show at Victory Gardens Theater, directed by Ramiro Carrillo and Dennis Zacek. The show featured Susana Aguilar, Ramiro Carrillo, Dionisio, Juan Ramirez, Marta Ramirez and Jose Quintero, costumes designed by Linda de Flores Quiñones and lightining by Geoffrey Bushor. The image is of a man with outstretched arms, a man by a car, shoes and a building in the background. <br><br>  Pieza de publicidad por correo en colores naranja, blanco y negro, con un diseño de Robert Valadéz, que anuncia el espectáculo ""Latino Chicago"" en el Teatro Victory Gardens, dirigido por Ramiro Carrillo y Dennis Zacek. El espectáculo contó con la participación de Susana Aguilar, Ramiro Carrillo, Dionisio, Juan Ramírez, Marta Ramírez y José Quintero. El vestuario fue diseñado por Linda de Flores Quiñones y la iluminación fue obra de Geoffrey Bushor. La imagen muestra a un hombre con los brazos extendidos, otro hombre junto a un coche, unos zapatos y, al fondo, un edificio.",1980-04-08,1980-04-08,"Chicago, IL",41.9498268,-87.6589259,Stillimage; Text,Hispanic American theater; Advertisement; Musical theater; Victory Gardens Theater; Ramiro Carrillo; Dennis Zacek; Susana Aguilar; Ramiro Carrillo; Dionisio; Juan Ramirez; Marta Ramirez; Jose Quintero; Linda de Flores Quiñones; Geoffrey Bushor; Chicago (Illinois); Teatro hispanoamericano; Publicidad; Teatro musical; Victory Gardens Theater; Ramiro Carrillo; Dennis Zacek; Susana Aguilar; Ramiro Carrillo; Dionisio; Juan Ramírez; Marta Ramírez; José Quintero; Linda de Flores Quiñones; Geoffrey Bushor; Chicago (Illinois),images/jpg,Eng,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0056,histhea0056,histhea0056.jpg,,"[Photograph of the Latin Federal Theater Company at Centro Asturiano in Tampa, Florida]<br><br>[Fotografía de la Compañía de Teatro Federal Latina en el Centro Asturiano de Tampa, Florida]",,"Black and white photograph of the Latin Federal Theater Company at Centro Asturiano in Tampa, Florida. The images is an arial shot of a group of people. Standing behind a seated woman is the director and leading man, Manuel Aparicio.  <br><br> Fotografía en blanco y negro de la Compañía de Teatro Federal Latina en el Centro Asturiano de Tampa, Florida. La imagen es una toma aérea de un grupo de personas. El director y protagonista, Manuel Aparicio, está parado detrás de una mujer sentada.",1930s,1930s,"Tampa, Florida",27.9620254,-82.4509662,Stillimage,Hispanic American theater; Photograph; Manuel Aparicio; Latin Federal Theater Company (organization); Centro Asturiano; Tampa (Florida); Teatro hispanoamericano; Fotografía; Manuel Aparicio; Compañía de Teatro Federal Latina (organización); Centro Asturiano; Tampa (Florida),images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0057,histhea0057,histhea0057.jpg,,The Commitment<br><br>El Compromiso,Henry Street Settlement's Playhouse,"Flyer for Henry Street Settlement's Playhouse production of ""The Commitment"" (El Compromiso). The poster is dated 1975. Henry Street Settlement's Playhouse was located in Lower East side New York. The image is a black and white group photograph of the cast. <br><br> Folleto de la puesta en escena de la obra ""El compromiso"" en el teatro del edificio histórico Henry Street Settlement. El póster está fechado en 1975. El teatro del Henry Street Settlement estaba situado en la parte baja del este de Nueva York. La imagen muestra una fotografía grupal, en blanco y negro, del reparto.",1975,1975,"Nueva York, New York",40.7153276,-73.9837835,Stillimage; Text,"Hispanic American theater; Flyer; Henry Street Settlement's Playhouse; Lower East Side (New York, NY); Teatro hispanoamericano; Folleto; Teatro del edificio histórico Henry Street Settlement; Parte baja del este (Nueva York, NY)",images/jpg,Eng,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0058,histhea0058,histhea0058.jpg,,Teatro Colony's Jesus El Salvador [Jesus the Savior]<br><br>Teatro Colony Jesus el salvador,Teatro Colony,"Black and white poster for Teatro Colony's production of ""Jesus el Salvador"" [""Jesus the Savior""] with performance dates of March 20 to 22 of 1964. The image is of Jesus crucified on the cross, surrounded by lilies. <br><br> Póster en blanco y negro de la puesta en escena de la obra ""Jesús el salvador"" del Teatro Colony con fechas de presentación del 20 al 22 de marzo de 1964. La imagen muestra a un Jesús crucificado en la cruz rodeado de lirios.",1964-03-20,1964-03-20,"Union City, New Jersey",40.7800347,-74.0174079,Stillimage; Text,Hispanic American theater; Poster; Teatro Colony (organization); Play--Religious aspects; Union City (New Jersey); Teatro hispanoamericano; Póster; Teatro Colony (organización); Obra de teatro--Aspectos religiosos; Union City (Nueva Jersey),images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0059,histhea0059,histhea0059.jpg,,[Photograph of  Teatro Cuatro actors onstage]<br><br>[Fotografía de los actores de Teatro Cuatro en el escenario],,"Black and white stage photograph of Teatro Cuatro actors onstage. The image is of actors on stage. The background is a graffitied wall, a casket draped with the US flag is stage left, a crying woman is held by two people, a man in a military uniform stands stage right and a man speaking intro a microphone is seated far right. <br><br> Fotografía en blanco y negro de los actores del Teatro Cuatro en el escenario. La imagen muestra a los actores en el escenario. En el fondo se ven una pared grafiteada; un ataúd envuelto en la bandera de los Estados Unidos, a la izquierda del escenario; una mujer llorando que es sostenida por dos personas; un hombre de pie con uniforme militar, a la derecha del escenario; y, más allá, un hombre sentado que habla usando un micrófono.",1970s,1970s,"Nueva York, New York",40.7319651,-73.9902178,Stillimage,Hispanic American theater; Photograph; Teatro Cuatro (organization); Stage photography; Theater--Costumes; Military funerals; Puerto Rican drama; Teatro hispanoamericano; Fotografía; Teatro Cuatro (organización); Fotografía escénica; Teatro--Vestuario; Funerales militares; Drama puertorriqueño,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0060,histhea0060,histhea0060.jpg,,[Photograph of Carmen Montejo]<br><br>[Fotografía de Carmen Montejo],,Black and white photograph of the Cuban-born actress Carmen Montejo [María Teresa Sánchez González]. The image is a woman with her right hand on a glass bottle. <br><br> Fotografía en blanco y negro de la actriz de origen cubano Carmen Montejo [María Teresa Sánchez González]. La imagen muestra una mujer con la mano derecha sobre una botella de vidrio.,1951,1951,"Tampa, Florida",27.950575,-82.4571776,Stillimage,Hispanic American theater; Photograph; Carmen Montejo (María Teresa Sánchez González); Actresses; Teatro hispanoamericano; Fotografía; Carmen Montejo (María Teresa Sánchez González); Actrices,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0061,histhea0061,histhea0061.jpg,,[Photograph of a man carrying a cross on an outdoor stage]<br><br>[Fotografía de un hombre cargando una cruz en un escenario al aire libre],,"Black and white photograph of a man carrying cross onto an outdoor stage. This is possibly a scene from ""Jesus El Salvador"" performed by the Teatro Colony. <br><br> Fotografía en blanco y negro de un hombre cargando una cruz en un escenario al aire libre. Posiblemente se trate de una escena de ""Jesús el salvador"", representada por el Teatro Colony.",,,"Nueva York, New York",,,Stillimage,Hispanic American theater; Photograph; Stage photography; Play--Religious aspects; Teatro hispanoamericano; Fotografía; Fotografía escénica; Obra de teatro--Aspectos religiosos,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0062,histhea0062,histhea0062.jpg,,Teatro Urbano presents Beto's Dream<br><br>Teatro Urbano presenta Beto's Dream [El sueño de Beto],Teatro Urbano,"Flyer for Teatro Urbano's production of ""Beto's Dream,"" directed by Rene Rodriguez. The flyer includes photographs of men in plaid shirts, fedoras and bandanas, as well as a photograph of three women. <br><br>Folleto para la producción ""El sueño de Beto"", del Teatro Urbano, dirigida por René Rodríguez. El folleto incluye fotografías de hombres con camisas a cuadros, fedoras y pañuelos, así como una fotografía de tres mujeres. ",1978,1978,"Los Angeles, California",34.0522342,-118.2436849,Text; Stillimage,Hispanic American theater; Flyer; Poster; Teatro hispanoamericano; Folleto; Póster,images/jpg,Eng,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0063,histhea0063,histhea0063.jpg,,Octubre en Cuba<br><br>October in Cuba,,"Black and white flyer for the Federación de estudiantes cubanos [Federation of Cuban students] at the University of Miami's week of Cuban culture in October. The event was held in 1975 at the International Lounge, Whitten Student Union, University of Miami, Coral Gabels. The event included performances by Hilda Perera, Marta Perez, Blanca Varela, Marta Castellanos, Mara Gonzalez, Ana Margarita Martinez-Casado, Manuel Uriarte and among others. The image is a black and white drawing of a woman in a long dress, holding a fan.  <br><br> Folleto en blanco y negro para la Federación de Estudiantes Cubanos en la semana de la cultura cubana de la Universidad de Miami en octubre. El evento se celebró en 1975 en el International Lounge, Whitten Student Union, Universidad de Miami, Coral Gabels. El evento incluyó actuaciones de Hilda Perera, Marta Pérez, Blanca Varela, Marta Castellanos, Mara González, Ana Margarita Martínez-Casado y Manuel Uriarte, entre otros. La imagen muestra un dibujo en blanco y negro de una mujer con un vestido largo, sosteniendo un abanico.",1975-10-26,1975-10-26,"Miami, FL",25.713272,-80.2773859,Text; Stillimage,Hispanic American theater; Flyer; Poster; Zarzuela; Hilda Perera; Marta Perez; Blanca Varela; Marta Castellanos; Mara Gonzalez; Ana Margarita Martinez-Casado; Manuel Uriarte; Teatro hispanoamericano; Folleto; Póster; Zarzuela; Hilda Perera; Marta Pérez; Blanca Varela; Marta Castellanos; Mara González; Ana Margarita Martínez-Casado; Manuel Uriarte,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0064,histhea0064,histhea0064.jpg,,Única presentación Ninotchka<br><br>Only presentation of Ninotchka,Cante,"Poster for a single performance of ""Ninotchka,"" a theatrical adaptation of the movie that originally starred Greta Garbo. The play starred Jordana Wester, Raúl Dávila, Ana Margarita Martinez Casado, Mario Martin, Carlos Poce, Fausto Picanes, Rosita Ginorio, César Carbó, Carlos Gerardo, Omar González and Eduardo Galis Menéndez. The play was directed by Maria Julia Casanova, set design and lights by Demetrio, music by Yoli Arocha, and costumes by Rene Sanchez. The play was performed at the Pro Arte Gratelli theater company's theater house. The image is a sketch of the Eiffel Tower and includes black and white photographs of Wester and Davila. <br><br> Póster para una única representación de ""Ninotchka"", una adaptación teatral de la película que originalmente interpretó Greta Garbo. La obra de teatro fue protagonizada por Jordana Wester, Raúl Dávila, Ana Margarita Martínez Casado, Mario Martin, Carlos Poce, Fausto Picanes, Rosita Ginorio, César Carbó, Carlos Gerardo, Omar González y Eduardo Galis Menéndez. La obra fue dirigida por María Julia Casanova; escenografía y e iluminación por Demetrio; música por Yoli Arocha; y el vestuario por René Sánchez. La obra se presentó en el teatro de la compañía Pro Arte Gratelli. La imagen es un boceto de la Torre Eiffel e incluye fotografías en blanco y negro de Wester y Dávila.

",1979-1980,1979-1980,"Miami, FL",25.7616798,-80.1917902,Text; Stillimage,"Hispanic American theater; Poster; Flyer; Satirical plays; Adaptation (Literary, artistic, etc.); Jordana Wester; Raúl Dávila; Ana Margarita Martinez Casado; Mario Martin; Carlos Poce; Fausto Picanes; Rosita Ginorio; César Carbó; Carlos Gerardo; Omar González; Eduardo Galis Menéndez; Maria Julia Casanova; Demetrio; Yoli Arocha; Rene Sanchez. Pro Arte Grateli (organization); Ninotchka; Teatro hispanoamericano; Póster; Folleto; Obras satíricas; Adaptación (literaria, artística, etc.); Jordana Wester; Raúl Dávila; Ana Margarita Martinez Casado; Mario Martin; Carlos Poce; Fausto Picanes; Rosita Ginorio; César Carbó; Carlos Gerardo; Omar González; Eduardo Galis Menéndez; María Julia Casanova; Demetrio; Yoli Arocha; René Sánchez. Pro Arte Grateli (organización); Ninotchka",images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0065,histhea0065,histhea0065.jpg,,"Producciones Talía presenta a Rafael Correa en función de despedida de la escena secundado por un gran elenco en El Criado y la millonaria<br><br>Producciones Talía presents Rafael Correa in a farewell to the stage, supported by a grand cast in El Criado y la millonaria [The Servant and the Millionaire]",Producciones Talía,"Poster for Producciones Talía's production of ""El criado y la millonaria"" [The servant and the millionaire] performed at Coral Gables High School. The performance served as Rafael Correa's farewell to the stage. The image is a black and white drawing of a man in patched clothes, holding a tray with martinis and a woman in a dress, sitting in a chair with her arm extended. <br><br> Póster de la puesta en escena de ""El criado y la millonaria"", de Producciones Talía. Esta obra fue presentada en la escuela preparatoria Coral Gables. La presentación sirvió para que Rafael Correa se despidiera de los escenarios. La imagen muestra un dibujo en blanco y negro de un hombre con ropa remendada, sosteniendo una bandeja con martinis, y una mujer con vestido, sentada en una silla con el brazo extendido.",1980-05-17,1980-05-17,"Miami, FL",25.7321331,-80.2631457,Stillimage; Text,Hispanic American theater; Poster; Rafael Correa; Producciones Talía (organization); Teatro hispanoamericano; Póster; Rafael Correa; Producciones Talía (organización),images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0066,histhea0066,histhea0066.jpg,,Un gran teatro Mexicano<br><br>A Grand Mexican Theater,Harvey L. [Paz],1919 news clipping from San Antonio's La Prensa that includes an image of Teatro Unión's facade and part of an article that announces a forthcoming grand Mexican theater. The design was to mirror the architecture of the Alamo. The theater was never built. <br><br> Recorte del periódico de 1919 La Prensa de San Antonio que contiene una imagen de la fachada del Teatro Unión y parte de un artículo que anuncia un próximo gran teatro mexicano. El diseño debía reflejar la arquitectura del Álamo. El teatro nunca se construyó.,1919-08-03,1919-08-03,"San Antonio, TX",29.4241219,-98.4936282,Stillimage; Text,Hispanic American theater; News clipping; Building; San Antonio (Texas); Teatro hispanoamericano; Recorte de periódico; Edificio; San Antonio (Texas),images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0067,histhea0067,histhea0067.jpg,,Preparamos para la noche buena<br><br>Let us prepare for Christmas Eve,,"News clippings of advertisements in San Antonio's newspaper, La Prensa, announcing scripts for Christmas posadas and pastorelas, as well as items for Nativity scenes for the community to purchase and perform at their churches. The advertisement suggests that the community should honor the homeland by preserving cultural traditions. The clipping includes an image of Saint Joseph and Virgin Mary statues. <br><br> Recortes de anuncios del periódico La Prensa, de San Antonio, en los que se anuncian guiones para posadas y pastorelas de navidad que la comunidad puede comprar y representar en sus iglesias, así como artículos para pesebres navideños. El anuncio sugiere que la comunidad debe honrar a la patria ancestral preservando las tradiciones culturales. El recorte incluye una imagen de las estatuas de San José y la Virgen María.",1920-09-19,1920-09-19,"San Antonio, TX",29.4262254,-98.4977263,Text; Stillimage,Hispanic American theater; News clipping; Advertisement; San Antonio (Texas); Posadas (social custom); Play--Religious aspects--Catholic Church; Crèches (Nativity scenes); Teatro hispanoamericano; Recorte de periódico; Anuncio; San Antonio (Texas); Posadas (costumbre social); Obra de teatro--Aspectos religiosos--Iglesia católica; Pesebres navideños,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0068,histhea0068,histhea0068.jpg,,El Séptimo Festival Nacional de Tenaz<br><br>The Seventh National Tenaz Festival,Tenaz,"Poster announcing the opening and closing ceremonies for the seventh Festival Nacional de Tenaz in Seattle, Denver, San Jose and East Los Angeles College. The image is a drawing of smiling people, a person playing the guitar and singing, a protestor holding a sign that reads: ""El pueblo unido jamás será vencido"" [United, the people will never be defeated] and men with dollar signs in their eyes that look upset. <br><br> Póster que anuncia las ceremonias de apertura y clausura del Séptimo Festival Nacional de Tenaz en Seattle, Denver, San José y la Universidad del Este de los Ángeles. La imagen muestra un dibujo de gente sonriente, una persona tocando la guitarra y cantando, un manifestante sosteniendo un cartel que dice ""El pueblo unido jamás será vencido"" y hombres, que parecen molestos, con signos de dólar en los ojos.",1976-06-24,1976-06-24,"Seatle, WA;
 Denver, CO;
 San Jose, CA;
 Los Angeles, CA",34.0413848,-118.1502645,Text; Stillimage,Hispanic American theater; Poster; Tenaz (organization); Drama festivals; Seattle (Washington); Denver (Colorado); San Jose (California; Los Angeles (California); Teatro hispanoamericano; Póster; Tenaz (organización); Festivales de teatro; Seattle (Washington); Denver (Colorado); San José (California; Los Ángeles (California),images/jpg,Eng; Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0069,histhea0069,histhea0069.jpg,,[Photograph of Teatro Campesino performing El fin del mundo (The End of the World)]<br><br>[Fotografía del Teatro Campesino presentando El fin del mundo],Teatro Campesino,"Black and white photograph of the Teatro Campesino's teatrical production of  ""El fin del mundo"" [""The End of the World""]. The image is of a person dressed as a skeleton, a man with his hands on his own neck and kneeling woman shouting. <br><br> Fotografía en blanco y negro de la producción teatral del Teatro Campesino ""El fin del mundo"". La imagen muestra una persona vestida de esqueleto, un hombre con las manos en su propio cuello y una mujer arrodillada gritando.",1978,1978,"San Juan Bautista, California",36.8456064,-121.5411929,Stillimage,Hispanic American theater; Photograph; Teatro Campesino (organization); San Juan Bautista (California); Teatro hispanoamericano; Fotografía; Teatro Campesino (organización); San Juan Bautista (California),images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0070,histhea0070,histhea0070.jpg,,Keystone Theater Debut! Por Primera vez en este Teatro se presenta la Gran Companía de Revistas y Variedades El Niño Fidencio (Francisco Vega)<br><br>Keystone Theater Debut! El Niño Fidencio's (Francisco Vega) Grand Revue and Variety Show will perform in this theater for the first time,Keystone Theater,"Poster for El Niño Fidencio's (Francisco Vega) Grand Revue and Variety Show debut at the Keystone Theater. In addition to El Niño Fidencio, the show also featured the leading lady and cuplé singer Rosalina Melendez, Donaldo Saenz (dancer), Ofelia de la Cruz (singer), Irene Dena (dancer), Margarita Navarrete (actress), Anita Olague (comic actress), Marla Olague (singer), Luis Quirarte (master pianist), Delfina Dena (dancer) and Manuelita Estrada (dancer). Donaldo Saenza direted the dances and ensembles. The poster also advertises the movies ""Romance of the Redwoods"" and ""Star Reporter."" <br><br> Póster del debut de El Niño Fidencio (Francisco Vega) en la Gran Revista y Show de Variedades en el Teatro Keystone. Además de El Niño Fidencio, el espectáculo contó con la protagonista y cantante de cuplé Rosalina Meléndez, Donaldo Sáenz (bailarín), Ofelia de la Cruz (cantante), Irene Dena (bailarina), Margarita Navarrete (actriz), Anita Olague (actriz cómica), Marla Olague (cantante), Luis Quirarte (maestro pianista), Delfina Dena (bailarina) y Manuelita Estrada (bailarina). Donaldo Sáenz dirigió los bailes y conjuntos. El poster también anuncia las películas ""Romance de los secoyas"" y ""Reportero estrella"".",1940-01-19,1940-01-19,"Los Angeles, California",34.0470519,-118.2232858,Text; Stillimage,Hispanic American theater; Poster; Keystone Theater; Vaudeville; Revues;  El Niño Fidencio (Francisco Vega); Rosalina Melendez; Donaldo Saenz; Ofelia de la Cruz; Irene Dena; Margarita Navarrete; Anita Olague; Marla Olague; Luis Quirarte; Delfina Dena; Manuelita Estrada; Teatro hispanoamericano; Póster; Teatro Keystone; Vodevil; Revista; El Niño Fidencio (Francisco Vega); Rosalina Melendez; Donaldo Sáenz; Ofelia de la Cruz; Irene Dena; Margarita Navarrete; Anita Olague; Marla Olague; Luis Quirarte; Delfina Dena; Manuelita Estrada,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0071,histhea0071,histhea0071.jpg,,"[Photograph of Miriam Colón, Carmen Zapata and another woman's face]<br><br>[Fotografía de Miriam Colón, Carmen Zapata y el rostro de otra mujer]",,"Black and white photograph of the actresses, directors and producers, Miriam Colón (New York), Carmen Zapata (Los Angeles) (left to right) and one other woman. The image is of the women's faces in profile. <br><br> Fotografía en blanco y negro de las actrices, directoras y productoras, Miriam Colón (Nueva York), Carmen Zapata (Los Ángeles) (de izquierda a derecha) y otra mujer. La imagen muestra los rostros de las mujeres de perfil.",,,"Los Angeles, California",34.0384002,-118.1711895,Stillimage,Hispanic American theater; Photograph; Actresses; Theatrical producers and directors; Miriam Colon; Carmen Zapata; Teatro hispanoamericano; Fotografía; Actrices; Productoras y directoras teatrales; Miriam Colon; Carmen Zapata,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0072,histhea0072,histhea0072.jpg,,Calaveras: Panteón de El Heraldo de México Unión Mexicana de Periodistas<br><br>Calaveras: Panteón de El Heraldo de México Unión Mexicana de Periodistas,El Heraldo de México,"El Heraldo de México news clipping with Day of the Dead calavera poems that satirize the Union of Mexican journalists, a number of which were playwrights. The poems include a caricature of each journalist. The journalists satarized and caricatured include Rafael Ibarra, Felipe de J. Velasco, Luis G. Pinal, Guz Aguila, Rafael Quijano, Esteban V. Escalante, Adalberto Elías González, Gabriel Navarro, Enrique de Alba, José Castañedo and Luis Alvear Vélez. <br><br> Recorte del periódico El Heraldo de México con poemas tipo calavera del Día de los Muertos que satirizan al Sindicato de Periodistas Mexicanos, del que varios miembros fueron dramaturgos. Los poemas incluyen una caricatura de cada periodista. Los periodistas satirizados y caricaturizados son Rafael Ibarra, Felipe de J. Velasco, Luis G. Pinal, Guz Águila, Rafael Quijano, Esteban V. Escalante, Adalberto Elías González, Gabriel Navarro, Enrique de Alba, José Castañedo y Luis Alvear Vélez.",,,"San Antonio, TX",29.4241219,-98.4936282,Text; Stillimage,Hispanic American theater; News clipping; Journalists; Playwrights; Caricature; Day of the Dead; Rafael Ibarra; Felipe de J. Velasco; Luis G. Pinal; Guz Aguila; Rafael Quijano; Esteban V. Escalante; Adalberto Elías Gonález; Gabriel Navarro; Enrique de Alba; José Castañedo; Luis Alvear Vélez; Teatro hispanoamericano; Recorte de periódico; Periodistas; Dramaturgos; Caricatura; Día de los muertos; Rafael Ibarra; Felipe de J. Velasco; Luis G. Pinal; Guz Águila; Rafael Quijano; Esteban V. Escalante; Adalberto Elías González; Gabriel Navarro; Enrique de Alba; José Castañedo; Luis Alvear Vélez,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0073,histhea0073,histhea0073.jpg,,[Photograph collage of Manuel and Juanita Mendoza]<br><br>[Collage de fotografías de Manuel y Juanita Mendoza],La Familia Mendoza/Mendoza Family Touring Show,"Four black and white photographs of Manuel and Juanita Mendoza, who performed a song, dance and comedy act in the Familia Mendoza [Mendoza Family Touring Show]. <br><br> Cuatro fotografías en blanco y negro de Manuel y Juanita Mendoza, que actuaron con cantos, bailes y comedias en la Familia Mendoza [Espectáculo Itinerante de la Familia Mendoza]. ",,,"Houston, Texas",29.7604267,-95.3698028,Stillimage,"Hispanic American theater; Photograph; Tent shows; Carpas; Manuel Mendoza; Juanita Mendoza; Mendoza Family Touring Show (organization), Teatro hispanoamericano; Fotografía; Espectáculos de carpa; Manuel Mendoza; Juanita Mendoza; Espectáculo itinerante de la familia Mendoza (organización)",images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0074,histhea0074,histhea0074.jpg,,"[Fotografía del Teatro Alameda de San Antonio, Texas, con una marquesina que anuncia La Pluquería con Jorge Rivero y noches de cabaret]<br><br>[Photograph of the Alameda Theater in San Antonio, Texas with marque advertising La Pluquería with Jorge Rivero and cabaret nights] ",,"Black and white photograph of the Alameda Theater in downtown San Antonio, Texas. The theater housed their own performaning and touring company, the Caravana de Estrellas [Caravan of Stars]. The marquee advertises the 1981 comedy, ""La Pulquería"" with Jorge Rivero and cabaret nights. The image is of the building facade and marquee. <br><br> Fotografía en blanco y negro del Teatro Alameda en el centro de San Antonio, Texas. El teatro albergaba su propia compañía de espectáculos y giras, la Caravana de Estrellas. La marquesina anuncia la comedia de 1981 ""La pulquería"", con Jorge Rivero y noches de cabaret. La imagen muestra la fachada del edificio y la marquesina.",1981,1981,"San Antonio, TX",29.4261001,-98.4965092,Stillimage,"Hispanic American theater; Photograph; Marquees; Alameda Theater; Music-halls (Variety-theaters, cabarets, etc.); Jorge Rivero; San Antonio (Texas); Building; Teatro hispanoamericano; Fotografía; Marquesinas; Teatro Alameda; Salones de música (teatros de variedades, cabarets, etc.); Jorge Rivero; San Antonio (Texas); Edificio",images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0075,histhea0075,histhea0075.jpg,,[Photograph of Teatro Intimo]<br><br>[Fotografía del Teatro Íntimo],,"Black and white photograph of Teatro Intimo. The marquee in the window reads ""Tercerea palabra, vie. [viernes], sab. [sábado] y dom. [domingo] 8:30PM"" [""Third word, Friday Saturday and Sunday 8:30PM]. This theater was owned and directed by the playwright, Rafael Trujillo. The image is a close up of the building front. <br><br> Fotografía en blanco y negro del Teatro Íntimo. En la marquesina del escaparate se lee ""Tercerea palabra, vie. [viernes], sab. [sábado] y dom. [domingo] 8:30PM"" [Tercera palabra, viernes, sábado y domingo 8:30PM]. Este teatro era propiedad de y estaba dirigido por el dramaturgo Rafael Trujillo. La imagen muestra un primer plano de la fachada del edificio.",1980s,1980s,"Los Angeles, California",34.0522342,-118.2436849,Stillimage,Hispanic American theater; Photograph; Marquees; Teatro Intimo; Los Angeles (California); Building; Teatro hispanoamericano; Fotografía; Marquesinas; Teatro Íntimo; Los Ángeles (California); Edificio,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
